Id,survive,fruit-shape,fruit-surface,fruit-color,bruises,fruit-odor,seed-spacing,seed-size,seed-color,stem-shape,stem-root,stem-surface-above-peel,stem-surface-below-peel,stem-color-above-peel,stem-color-below-peel,peel-quality,peel-type,spores,population,habitat
3445,0,0,2,8,1,3,0,0,2,0,2,2,2,7,7,1,4,2,3,3
3446,1,5,3,9,0,2,0,0,2,0,1,1,1,4,0,1,2,1,4,4
3447,,,0,,1,,,,,1,,2,,6,6,,,,,
3448,1,5,0,8,0,1,0,1,2,0,1,2,2,7,7,1,4,2,4,0
3449,0,2,0,3,0,5,1,0,4,1,3,2,0,7,7,1,0,2,3,1
3450,,2,0,3,0,2,0,0,7,0,1,1,1,6,0,1,2,1,4,1
3451,,5,2,5,0,1,1,1,7,0,1,2,2,7,7,1,4,2,3,0
3452,1,5,0,9,0,2,0,0,7,0,1,1,1,6,6,1,2,1,4,0
3453,0,5,2,8,0,5,1,0,4,1,3,0,2,7,7,1,0,2,0,1
3454,1,,0,,0,,,,,0,,1,,4,0,,,,,
3455,0,5,3,4,1,5,0,0,7,1,1,2,2,3,6,1,4,3,4,0
3456,0,5,0,4,0,5,1,0,7,1,3,2,0,7,7,1,0,2,0,1
3457,0,2,0,4,1,5,0,0,5,1,1,2,2,3,7,1,4,3,5,0
3458,0,,0,,1,,,,,1,,2,,3,7,,,,,
3459,0,5,3,2,1,5,0,0,5,1,1,2,2,6,3,1,4,2,4,0
3460,1,5,0,9,0,2,0,0,7,0,1,1,1,6,6,1,2,1,5,0
3461,0,5,0,2,1,5,0,0,10,1,1,2,2,3,7,1,4,3,4,0
3462,0,2,0,3,0,5,1,0,4,1,3,2,0,7,7,1,0,3,0,1
3463,0,5,0,3,1,5,0,0,9,1,1,2,2,7,6,1,4,2,4,0
3464,0,2,3,3,1,5,0,0,9,1,1,2,2,7,7,1,4,3,4,0
3465,,5,3,2,1,5,0,0,5,1,1,2,2,7,6,1,4,2,4,0
3466,1,,2,,1,,,,,0,,2,,7,7,,,,,
3467,1,2,0,9,0,2,0,0,3,0,1,1,1,0,6,1,2,1,5,0
3468,0,2,0,4,0,5,1,0,4,1,3,2,2,7,7,1,0,3,0,1
3469,0,2,2,4,0,5,1,0,5,1,3,0,2,7,7,1,0,3,3,1
3470,1,5,0,9,0,2,0,0,2,0,1,1,1,0,0,1,2,1,4,4
3471,0,2,3,8,0,5,0,1,9,0,0,2,0,7,7,1,1,1,5,0
3472,1,5,3,9,0,2,0,0,7,0,1,1,1,6,0,1,2,1,5,0
3473,0,5,3,9,1,0,0,0,10,0,4,2,3,7,7,1,4,3,3,4
3474,0,2,3,2,1,5,0,0,10,1,1,2,2,6,7,1,4,2,4,0
3475,0,5,2,5,1,5,0,0,10,0,0,2,2,2,2,2,0,7,1,6
3476,0,2,0,4,1,5,0,0,10,1,1,2,2,3,3,1,4,2,5,0
3477,1,2,2,8,1,2,0,0,7,1,1,2,2,7,7,1,4,1,4,1
3478,0,5,0,3,1,5,0,0,10,1,1,2,2,3,3,1,4,3,5,0
3479,1,2,3,9,0,2,0,0,3,0,1,1,1,4,4,1,2,1,5,4
3480,0,,3,,1,,,,,1,,2,,3,7,,,,,
3481,0,5,3,4,1,5,0,0,9,1,1,2,2,3,3,1,4,2,5,0
3482,1,5,3,2,0,8,0,1,0,1,0,1,2,7,7,1,0,7,4,4
3483,0,,0,,1,,,,,1,,2,,7,7,,,,,
3484,1,5,0,9,0,2,0,0,7,0,1,1,1,0,0,1,2,1,4,1
3485,0,5,3,2,1,5,0,0,5,1,1,2,2,3,7,1,4,3,5,0
3486,1,2,2,0,1,2,0,0,10,1,1,0,0,7,7,1,4,1,3,5
3487,0,2,3,4,1,3,0,0,5,0,4,2,3,7,7,1,4,2,3,4
3488,1,2,3,3,0,2,0,0,2,0,1,1,1,4,6,1,2,1,4,4
3489,,,3,,0,,,,,0,,1,,0,0,,,,,
3490,1,5,2,3,1,2,0,0,7,1,1,2,0,7,7,1,4,1,4,1
3491,0,2,2,4,0,5,1,0,4,1,3,2,2,7,7,1,0,3,3,1
3492,1,5,0,9,0,2,0,0,3,0,1,1,1,4,0,1,2,1,4,4
3493,0,2,0,9,1,0,1,1,10,1,1,2,2,7,7,1,4,6,4,0
3494,0,5,3,4,1,0,0,0,7,0,4,2,3,7,7,1,4,3,3,4
3495,0,2,3,3,1,5,0,0,10,1,1,2,2,6,6,1,4,3,5,0
3496,0,5,2,8,0,5,1,0,4,1,3,0,0,7,7,1,0,2,0,1
3497,1,5,0,9,0,2,0,0,3,0,1,1,1,6,6,1,2,1,5,0
3498,1,5,3,8,1,6,0,1,7,0,3,2,2,7,7,1,4,3,4,1
3499,0,2,3,4,1,5,0,0,9,1,1,2,2,3,7,1,4,3,4,0
3500,0,2,2,3,0,5,1,0,5,1,3,2,2,7,7,1,0,3,3,1
3501,1,2,2,4,1,6,0,1,10,0,3,2,2,7,7,1,4,3,3,5
3502,0,,3,,1,,,,,1,,2,,7,3,,,,,
3503,1,5,2,8,0,1,0,1,7,0,1,2,2,7,7,1,4,3,3,0
3504,0,2,0,2,1,5,0,0,10,1,1,2,2,7,7,1,4,2,4,0
3505,0,2,3,5,1,5,0,0,1,0,0,2,2,2,2,2,0,7,1,6
3506,1,2,0,3,0,2,0,0,2,0,1,1,1,4,6,1,2,1,5,4
3507,0,,2,,1,,,,,0,,2,,2,7,,,,,
3508,1,5,3,9,0,2,0,0,7,0,1,1,1,6,0,1,2,1,4,0
3509,1,5,2,0,1,2,0,0,10,1,1,0,0,7,7,1,4,1,4,1
3510,0,2,2,4,0,5,1,0,4,1,3,2,2,7,7,1,0,2,3,1
3511,0,2,0,4,0,5,1,1,10,0,1,2,2,7,4,1,0,7,4,2
3512,0,2,0,3,1,5,0,0,7,1,1,2,2,6,6,1,4,2,4,0
3513,0,2,0,2,1,5,0,0,10,1,1,2,2,6,7,1,4,3,4,0
3514,1,5,2,3,0,1,0,1,2,0,1,2,2,7,7,1,4,2,3,0
3515,0,2,0,3,1,5,0,0,7,1,1,2,2,7,3,1,4,2,5,0
3516,1,5,2,3,0,1,1,1,5,0,1,2,2,7,7,1,4,3,3,0
3517,1,5,3,4,0,2,0,1,0,1,0,2,1,6,7,1,0,7,4,0
3518,1,2,3,9,0,2,0,0,3,0,1,1,1,4,6,1,2,1,5,1
3519,0,,0,,1,,,,,1,,2,,6,6,,,,,
3520,0,5,3,3,1,5,0,0,5,1,1,2,2,3,3,1,4,2,5,0
3521,,2,3,0,1,5,0,0,1,0,0,2,2,7,7,2,0,7,1,6
3522,1,5,3,4,0,2,0,1,0,1,0,1,1,6,7,1,0,7,4,0
3523,0,5,0,3,0,5,1,0,5,1,3,0,2,7,7,1,0,3,0,1
3524,0,5,0,2,1,5,0,0,7,1,1,2,2,7,6,1,4,2,5,0
3525,1,,2,,1,,,,,0,,2,,7,7,,,,,
3526,0,3,2,4,1,5,0,0,10,0,0,2,2,2,2,2,0,7,1,6
3527,0,5,2,8,0,5,1,0,4,1,3,0,2,7,7,1,0,3,0,1
3528,1,,0,,0,,,,,0,,1,,0,4,,,,,
3529,0,5,0,2,1,5,0,0,7,1,1,2,2,3,3,1,4,2,5,0
3530,0,5,3,8,0,5,0,1,3,0,0,2,0,7,7,1,1,1,4,0
3531,1,,0,,0,,,,,0,,1,,7,4,,,,,
3532,0,2,3,3,1,5,0,0,10,1,1,2,2,3,7,1,4,2,4,0
3533,0,5,3,4,1,5,0,0,5,1,1,2,2,3,7,1,4,2,5,0
3534,,2,2,8,1,6,0,1,4,0,3,2,2,7,7,1,4,3,3,5
3535,0,2,3,3,1,5,0,0,5,1,1,2,2,6,6,1,4,3,4,0
3536,0,,2,,1,,,,,0,,2,,7,7,,,,,
3537,0,0,2,9,1,3,0,0,10,0,2,2,2,7,7,1,4,3,3,1
3538,0,5,0,2,1,5,0,0,7,1,1,2,2,6,3,1,4,2,5,0
3539,0,5,0,2,1,5,0,0,9,1,1,2,2,7,7,1,4,2,4,0
3540,1,2,0,9,0,2,0,0,2,0,1,1,1,0,0,1,2,1,5,1
3541,0,,2,,0,,,,,1,,0,,7,7,,,,,
3542,0,4,0,3,0,5,0,1,2,0,3,2,2,7,7,1,4,3,5,5
3543,,,3,,1,,,,,1,,2,,6,6,,,,,
3544,0,,3,,1,,,,,1,,2,,7,6,,,,,
3545,0,5,0,2,1,5,0,0,10,1,1,2,2,3,6,1,4,3,4,0
3546,0,,0,,1,,,,,1,,2,,7,7,,,,,
3547,0,5,3,4,1,5,0,0,7,1,1,2,2,3,7,1,4,3,5,0
3548,1,,3,,0,,,,,1,,2,,7,6,,,,,
3549,0,,2,,1,,,,,0,,2,,7,7,,,,,
3550,0,5,3,2,1,5,0,0,5,1,1,2,2,7,6,1,4,2,5,0
3551,0,,3,,1,,,,,1,,2,,3,3,,,,,
3552,1,2,3,9,0,2,0,0,7,0,1,1,1,0,0,1,2,1,4,1
3553,0,5,2,3,0,5,1,0,3,1,3,2,0,7,7,1,0,3,0,1
3554,1,2,2,3,1,2,0,0,10,1,1,0,0,7,7,1,4,1,3,5
3555,1,0,3,0,1,5,0,0,2,0,1,2,2,7,7,2,4,5,4,3
3556,1,2,0,9,0,2,0,0,3,0,1,1,1,6,6,1,2,1,5,1
3557,1,,3,,1,,,,,0,,2,,7,7,,,,,
3558,1,,3,,1,,,,,0,,2,,7,7,,,,,
3559,1,5,3,4,1,6,0,1,5,0,3,2,2,7,7,1,4,3,3,1
3560,0,2,0,4,0,5,1,0,7,1,3,0,2,7,7,1,0,2,0,1
3561,0,,0,,0,,,,,1,,0,,7,7,,,,,
3562,0,,3,,1,,,,,0,,2,,7,7,,,,,
3563,0,5,2,8,0,5,1,0,3,1,3,0,0,7,7,1,0,3,0,1
3564,0,5,2,9,1,3,0,0,10,0,2,2,2,7,7,1,4,3,2,1
3565,0,,3,,0,,,,,0,,2,,7,4,,,,,
3566,0,5,2,8,1,3,0,0,5,0,2,2,2,7,7,1,4,3,3,3
3567,,5,0,9,0,2,0,0,7,0,1,1,1,4,0,1,2,1,5,4
3568,0,,2,,1,,,,,1,,2,,7,7,,,,,
3569,1,,2,,1,,,,,0,,2,,7,7,,,,,
3570,1,5,2,3,1,2,0,0,7,1,1,2,2,7,7,1,4,1,4,5
3571,1,2,3,9,0,2,0,0,7,0,1,1,1,4,6,1,2,1,4,0
3572,1,2,0,3,0,2,0,0,3,0,1,1,1,4,0,1,2,1,5,1
3573,0,5,3,2,1,5,0,0,7,1,1,2,2,7,3,1,4,2,4,0
3574,1,2,3,9,0,2,0,0,7,0,1,1,1,0,0,1,2,1,5,0
3575,1,5,0,5,0,1,0,1,9,0,1,2,2,7,7,1,4,2,3,0
3576,0,5,3,3,1,5,0,0,7,1,1,2,2,6,7,1,4,2,4,0
3577,0,2,3,4,1,5,0,0,9,1,1,2,2,7,3,1,4,2,5,0
3578,,,0,,1,,,,,1,,2,,6,7,,,,,
3579,0,,3,,0,,,,,0,,2,,7,4,,,,,
3580,0,5,2,3,0,5,1,0,7,1,3,0,0,7,7,1,0,3,3,1
3581,0,,0,,1,,,,,1,,2,,3,6,,,,,
3582,0,0,3,9,1,3,0,0,2,0,2,2,2,7,7,1,4,2,3,3
3583,0,2,0,3,1,5,0,0,9,1,1,2,2,6,6,1,4,3,5,0
3584,0,2,3,2,1,5,0,0,10,0,0,2,2,7,2,2,0,7,1,6
3585,0,2,3,4,1,0,0,0,7,0,4,2,3,7,7,1,4,3,3,1
3586,1,,0,,0,,,,,0,,1,,6,0,,,,,
3587,0,5,0,3,1,5,0,0,9,1,1,2,2,7,6,1,4,3,4,0
3588,0,5,0,8,0,5,1,0,5,1,3,0,2,7,7,1,0,2,0,1
3589,0,5,0,3,1,5,0,0,5,1,1,2,2,6,6,1,4,2,5,0
3590,0,2,0,4,1,5,0,0,5,1,1,2,2,7,3,1,4,2,4,0
3591,1,,3,,0,,,,,0,,1,,0,0,,,,,
3592,0,2,0,2,1,5,0,0,9,1,1,2,2,3,6,1,4,2,4,0
3593,0,,0,,1,,,,,1,,2,,7,3,,,,,
3594,1,3,3,9,0,5,0,1,10,0,0,1,3,7,4,1,0,7,4,0
3595,0,,3,,1,,,,,1,,2,,3,7,,,,,
3596,0,,0,,0,,,,,1,,2,,7,7,,,,,
3597,1,5,2,8,0,1,0,1,9,0,1,2,2,7,7,1,4,3,4,0
3598,0,5,0,3,1,5,0,0,10,1,1,2,2,6,3,1,4,2,5,0
3599,0,,0,,1,,,,,1,,2,,3,7,,,,,
3600,0,2,0,4,1,5,0,0,5,1,1,2,2,6,6,1,4,3,5,0
3601,,0,2,9,1,3,0,0,10,0,2,2,2,7,7,1,4,3,2,1
3602,0,,0,,0,,,,,1,,0,,7,7,,,,,
3603,0,2,0,4,0,5,1,0,5,1,3,0,2,7,7,1,0,3,0,1
3604,1,,2,,1,,,,,1,,2,,7,7,,,,,
3605,1,5,0,9,0,2,0,0,3,0,1,1,1,4,4,1,2,1,5,1
3606,1,2,2,8,1,2,0,0,3,1,1,0,2,7,7,1,4,1,4,1
3607,,4,0,4,0,5,0,1,2,0,3,2,2,7,7,1,4,2,5,5
3608,,2,3,8,1,6,0,1,4,0,3,2,2,7,7,1,4,3,3,1
3609,,2,0,3,0,2,0,0,3,0,1,1,1,4,6,1,2,1,4,4
3610,0,2,0,4,0,5,1,0,4,1,3,2,0,7,7,1,0,2,0,1
3611,0,,0,,1,,,,,1,,2,,3,3,,,,,
3612,0,5,2,8,0,5,1,0,7,1,3,2,2,7,7,1,0,2,3,1
3613,1,5,3,4,0,2,0,1,0,1,0,2,2,6,6,1,0,7,4,4
3614,0,,3,,1,,,,,0,,2,,7,7,,,,,
3615,0,5,3,9,1,0,0,0,2,0,2,2,2,7,7,1,4,2,2,1
3616,0,5,0,4,1,5,0,0,9,1,1,2,2,6,6,1,4,3,5,0
3617,0,,3,,1,,,,,0,,2,,7,7,,,,,
3618,0,2,3,3,1,5,0,0,9,1,1,2,2,6,3,1,4,2,5,0
3619,0,2,0,2,1,5,0,0,9,1,1,2,2,6,6,1,4,2,5,0
3620,0,3,2,0,1,5,0,0,1,0,0,2,2,7,7,2,0,7,1,6
3621,0,5,2,3,0,5,1,0,5,1,3,2,0,7,7,1,0,3,0,1
3622,,,3,,1,,,,,1,,2,,3,6,,,,,
3623,,,3,,1,,,,,0,,2,,7,7,,,,,
3624,1,0,2,8,1,5,0,0,2,0,1,2,2,7,7,2,4,5,4,1
3625,0,5,0,8,0,5,1,0,4,1,3,0,0,7,7,1,0,2,3,1
3626,0,3,3,2,1,5,0,0,10,0,0,2,2,2,7,2,0,7,1,6
3627,1,,0,,0,,,,,0,,1,,0,4,,,,,
3628,0,2,2,9,1,0,1,1,10,1,1,2,2,7,7,1,4,6,4,0
3629,0,2,0,4,1,5,0,0,5,1,1,2,2,6,6,1,4,2,4,0
3630,0,5,2,9,1,3,0,0,4,0,2,2,2,7,7,1,4,2,2,3
3631,1,5,3,4,0,7,0,1,0,1,0,2,2,6,6,1,0,7,4,4
3632,1,2,0,3,0,2,0,0,7,0,1,1,1,6,4,1,2,1,4,1
3633,0,3,2,5,1,5,0,0,1,0,0,2,2,7,2,2,0,7,1,6
3634,1,2,0,3,0,2,0,0,7,0,1,1,1,4,6,1,2,1,4,4
3635,0,5,0,3,1,5,0,0,9,1,1,2,2,6,6,1,4,2,4,0
3636,1,5,3,9,0,2,0,0,7,0,1,1,1,6,6,1,2,1,5,4
3637,1,5,3,2,0,8,0,1,0,1,0,1,1,7,6,1,0,7,4,2
3638,1,5,0,9,0,2,0,0,3,0,1,1,1,6,4,1,2,1,5,4
3639,1,,2,,1,,,,,1,,2,,7,7,,,,,
3640,0,5,0,4,0,5,1,0,3,1,3,0,2,7,7,1,0,3,0,1
3641,0,2,0,4,1,5,0,0,7,1,1,2,2,7,3,1,4,2,5,0
3642,0,2,2,3,0,5,1,0,3,1,3,0,0,7,7,1,0,2,3,1
3643,1,,3,,0,,,,,0,,1,,0,4,,,,,
3644,0,2,0,3,0,5,1,0,5,1,3,0,2,7,7,1,0,3,0,1
3645,,,0,,1,,,,,1,,2,,6,7,,,,,
3646,,,3,,1,,,,,0,,2,,7,7,,,,,
3647,0,5,3,2,1,5,0,0,9,1,1,2,2,6,6,1,4,3,4,0
3648,0,2,0,4,0,5,1,0,4,1,3,2,2,7,7,1,0,2,0,1
3649,1,,2,,0,,,,,0,,2,,7,7,,,,,
3650,0,2,0,4,0,5,1,0,7,1,3,2,0,7,7,1,0,2,0,1
3651,0,5,0,8,1,0,1,1,7,1,1,2,2,7,7,1,4,3,4,0
3652,1,2,3,3,0,2,0,0,3,0,1,1,1,4,6,1,2,1,4,0
3653,0,,3,,1,,,,,0,,2,,7,7,,,,,
3654,1,2,2,3,1,2,0,0,3,1,1,2,0,7,7,1,4,1,3,5
3655,0,2,3,2,1,5,0,0,9,1,1,2,2,6,6,1,4,2,4,0
3656,,,0,,0,,,,,1,,0,,7,7,,,,,
3657,0,5,2,3,0,5,1,0,4,1,3,2,2,7,7,1,0,2,3,1
3658,0,5,0,8,0,5,1,0,3,1,3,2,0,7,7,1,0,2,3,1
3659,0,2,3,4,1,5,0,0,5,1,1,2,2,3,6,1,4,2,5,0
3660,0,5,0,4,1,5,0,0,7,1,1,2,2,3,6,1,4,2,5,0
3661,0,2,0,3,0,5,1,0,7,1,3,2,0,7,7,1,0,2,3,1
3662,0,5,3,2,1,5,0,0,7,1,1,2,2,7,7,1,4,2,4,0
3663,0,5,2,9,1,3,0,0,4,0,2,2,2,7,7,1,4,3,3,3
3664,0,5,2,8,0,5,1,0,4,1,3,2,0,7,7,1,0,3,3,1
3665,0,2,3,2,1,5,0,0,10,1,1,2,2,6,6,1,4,2,5,0
3666,0,5,0,4,1,5,0,0,9,1,1,2,2,7,6,1,4,3,4,0
3667,0,2,2,8,0,5,1,0,7,1,3,2,0,7,7,1,0,3,0,1
3668,0,,0,,1,,,,,1,,2,,7,7,,,,,
3669,,0,2,8,1,5,0,0,8,0,1,2,2,7,7,2,4,5,4,1
3670,0,2,0,4,0,5,0,1,2,0,3,2,2,7,7,1,4,3,5,5
3671,1,,3,,1,,,,,0,,2,,7,7,,,,,
3672,0,5,2,8,0,5,1,0,4,1,3,0,0,7,7,1,0,2,3,1
3673,1,2,3,9,0,2,0,0,2,0,1,1,1,0,6,1,2,1,4,1
3674,0,2,0,3,1,5,0,0,10,1,1,2,2,7,6,1,4,2,5,0
3675,0,2,0,2,1,5,0,0,10,1,1,2,2,3,6,1,4,3,4,0
3676,0,,3,,1,,,,,0,,2,,7,7,,,,,
3677,0,2,2,8,1,0,1,1,7,1,1,2,2,7,7,1,4,6,4,0
3678,0,,3,,1,,,,,0,,2,,7,7,,,,,
3679,0,,0,,1,,,,,1,,2,,6,6,,,,,
3680,0,2,0,4,1,5,0,0,10,1,1,2,2,3,6,1,4,2,5,0
3681,0,2,0,3,1,5,0,0,7,1,1,2,2,3,7,1,4,2,4,0
3682,0,5,0,4,0,5,1,0,4,1,3,0,2,7,7,1,0,2,3,1
3683,1,5,3,9,0,2,0,0,3,0,1,1,1,0,6,1,2,1,5,0
3684,0,5,0,3,1,5,0,0,10,1,1,2,2,3,6,1,4,2,4,0
3685,1,,0,,0,,,,,0,,1,,0,4,,,,,
3686,1,2,0,9,0,2,0,0,3,0,1,1,1,0,0,1,2,1,4,4
3687,0,,0,,0,,,,,0,,2,,7,7,,,,,
3688,1,,2,,0,,,,,0,,2,,7,7,,,,,
3689,0,5,3,8,1,0,0,0,2,0,2,2,2,7,7,1,4,2,2,1
3690,1,2,3,3,0,2,0,0,3,0,1,1,1,4,0,1,2,1,4,0
3691,0,,3,,1,,,,,1,,2,,6,7,,,,,
3692,0,,3,,1,,,,,1,,2,,3,6,,,,,
3693,0,5,2,4,1,5,0,0,10,0,0,2,2,2,7,2,0,7,1,6
3694,0,,0,,1,,,,,1,,2,,3,3,,,,,
3695,0,3,3,5,1,5,0,0,10,0,0,2,2,2,2,2,0,7,1,6
3696,0,5,3,9,1,3,0,0,5,0,2,2,2,7,7,1,4,2,3,3
3697,1,2,3,3,0,2,0,0,7,0,1,1,1,0,6,1,2,1,5,4
3698,1,,0,,0,,,,,0,,2,,7,7,,,,,
3699,1,5,3,8,1,6,0,1,7,0,3,2,2,7,7,1,4,2,3,1
3700,0,5,3,3,1,5,0,0,7,1,1,2,2,6,7,1,4,3,5,0
3701,0,2,3,2,1,5,0,0,5,1,1,2,2,3,6,1,4,3,4,0
3702,0,5,2,4,0,5,1,0,4,1,3,0,2,7,7,1,0,2,0,1
3703,0,5,3,4,1,5,0,0,9,1,1,2,2,7,3,1,4,3,4,0
3704,0,5,0,2,1,5,0,0,10,1,1,2,2,6,6,1,4,2,5,0
3705,1,5,0,8,0,1,1,1,9,0,1,2,2,7,7,1,4,2,3,0
3706,1,2,2,8,1,2,0,0,3,1,1,0,0,7,7,1,4,1,4,1
3707,1,5,2,0,1,2,0,0,3,1,1,2,0,7,7,1,4,1,4,1
3708,0,,2,,1,,,,,1,,2,,7,7,,,,,
3709,0,5,2,9,1,0,0,0,2,0,2,2,2,7,7,1,4,3,3,3
3710,0,5,3,9,1,0,0,0,10,0,4,2,3,7,7,1,4,2,5,1
3711,0,5,0,3,1,5,0,0,9,1,1,2,2,6,3,1,4,2,4,0
3712,0,5,3,8,1,0,0,0,4,0,2,2,2,7,7,1,4,2,2,3
3713,0,5,0,2,1,5,0,0,5,1,1,2,2,3,3,1,4,3,5,0
3714,1,5,2,0,1,2,0,0,3,1,1,0,2,7,7,1,4,1,3,5
3715,1,,0,,0,,,,,0,,2,,7,7,,,,,
3716,0,2,2,3,0,5,1,0,7,1,3,0,2,7,7,1,0,2,3,1
3717,1,5,3,4,0,2,0,1,0,1,0,1,2,6,6,1,0,7,4,0
3718,0,0,2,8,1,0,0,0,2,0,2,2,2,7,7,1,4,3,2,3
3719,0,0,3,9,1,0,0,0,2,0,2,2,2,7,7,1,4,2,3,1
3720,0,2,2,8,0,5,1,0,5,1,3,0,0,7,7,1,0,3,3,1
3721,1,2,2,3,1,2,0,0,7,1,1,0,2,7,7,1,4,1,4,5
3722,1,5,0,5,0,1,1,1,5,0,1,2,2,7,7,1,4,2,3,0
3723,1,5,0,9,0,2,0,0,3,0,1,1,1,4,6,1,2,1,4,4
3724,0,2,3,2,1,5,0,0,5,1,1,2,2,6,6,1,4,3,5,0
3725,1,5,0,3,0,2,0,0,3,0,1,1,1,4,6,1,2,1,5,1
3726,0,3,2,2,1,5,0,0,10,0,0,2,2,2,7,2,0,7,1,6
3727,1,5,3,4,1,6,0,1,5,0,3,2,2,7,7,1,4,2,4,1
3728,0,3,3,0,1,5,0,0,1,0,0,2,2,2,2,2,0,7,1,6
3729,0,2,2,4,0,5,1,0,7,1,3,0,2,7,7,1,0,2,0,1
3730,1,2,2,3,1,2,0,0,3,1,1,2,2,7,7,1,4,1,4,1
3731,1,2,0,9,0,2,0,0,2,0,1,1,1,6,6,1,2,1,4,4
3732,0,2,0,2,1,5,0,0,10,1,1,2,2,7,6,1,4,3,5,0
3733,1,2,0,3,0,2,0,0,7,0,1,1,1,0,4,1,2,1,5,0
3734,0,5,3,2,1,5,0,0,5,1,1,2,2,7,6,1,4,3,4,0
3735,1,5,3,4,0,8,0,1,0,1,0,1,2,7,6,1,0,7,4,4
3736,0,5,0,4,1,5,0,0,7,1,1,2,2,6,6,1,4,3,4,0
3737,0,,0,,1,,,,,1,,2,,3,6,,,,,
3738,0,0,3,8,1,3,0,0,2,0,2,2,2,7,7,1,4,2,2,3
3739,1,5,0,8,0,1,1,1,7,0,1,2,2,7,7,1,4,2,4,0
3740,0,,2,,0,,,,,1,,2,,7,7,,,,,
3741,0,5,2,4,0,5,1,0,4,1,3,0,0,7,7,1,0,2,0,1
3742,1,5,0,3,0,2,0,0,7,0,1,1,1,6,0,1,2,1,5,0
3743,1,2,3,9,0,2,0,0,3,0,1,1,1,4,4,1,2,1,4,1
3744,1,5,3,4,0,8,0,1,0,1,0,1,2,6,6,1,0,7,4,4
3745,0,,3,,1,,,,,1,,2,,6,6,,,,,
3746,0,5,0,8,0,5,1,0,4,1,3,2,2,7,7,1,0,3,0,1
3747,0,5,3,3,1,5,0,0,9,1,1,2,2,6,3,1,4,3,4,0
3748,1,,0,,0,,,,,0,,1,,0,4,,,,,
3749,0,5,0,8,0,5,1,0,7,1,3,0,0,7,7,1,0,2,3,1
3750,0,5,0,3,1,5,0,0,10,1,1,2,2,6,7,1,4,3,5,0
3751,1,5,2,0,1,2,0,0,3,1,1,2,2,7,7,1,4,1,4,5
3752,1,2,0,3,0,2,0,0,2,0,1,1,1,4,6,1,2,1,5,0
3753,0,2,2,4,0,5,1,0,5,1,3,2,0,7,7,1,0,3,0,1
3754,0,0,2,9,1,3,0,0,4,0,2,2,2,7,7,1,4,3,2,1
3755,1,5,3,4,0,7,0,1,0,1,0,2,2,7,6,1,0,7,4,4
3756,1,,3,,0,,,,,0,,1,,4,0,,,,,
3757,0,5,0,2,1,5,0,0,7,1,1,2,2,3,3,1,4,3,4,0
3758,1,2,2,0,1,2,0,0,3,1,1,0,0,7,7,1,4,1,4,5
3759,0,5,0,2,1,5,0,0,10,1,1,2,2,7,3,1,4,3,5,0
3760,0,5,2,9,1,0,0,0,5,0,2,2,2,7,7,1,4,2,2,3
3761,0,,3,,1,,,,,0,,2,,7,7,,,,,
3762,0,2,0,4,1,5,0,0,7,1,1,2,2,7,7,1,4,3,4,0
3763,1,5,0,3,0,2,0,0,3,0,1,1,1,6,6,1,2,1,5,1
3764,0,2,0,3,1,5,0,0,9,1,1,2,2,3,6,1,4,2,4,0
3765,0,2,3,2,1,5,0,0,7,1,1,2,2,3,6,1,4,3,4,0
3766,0,0,2,8,1,0,0,0,5,0,2,2,2,7,7,1,4,3,2,1
3767,1,2,3,8,1,5,1,1,10,0,1,2,2,7,7,1,4,7,1,2
3768,0,4,0,3,0,5,0,1,7,0,3,2,2,7,7,1,4,2,5,5
3769,0,5,3,4,1,5,0,0,7,1,1,2,2,3,3,1,4,2,4,0
3770,0,,0,,1,,,,,1,,2,,3,6,,,,,
3771,1,2,3,9,0,2,0,0,7,0,1,1,1,0,0,1,2,1,4,4
3772,1,2,0,3,0,2,0,0,2,0,1,1,1,0,0,1,2,1,4,4
3773,0,2,0,3,1,5,0,0,9,1,1,2,2,7,7,1,4,3,5,0
3774,,2,0,3,0,2,0,0,3,0,1,1,1,4,6,1,2,1,5,4
3775,0,2,3,3,1,5,0,0,9,1,1,2,2,3,6,1,4,2,5,0
3776,1,2,3,9,0,2,0,0,7,0,1,1,1,4,4,1,2,1,4,1
3777,1,2,2,8,1,6,0,1,5,0,3,2,2,7,7,1,4,2,4,1
3778,0,2,0,4,1,5,0,0,10,1,1,2,2,7,3,1,4,3,5,0
3779,0,0,2,8,1,3,0,0,2,0,2,2,2,7,7,1,4,3,3,3
3780,1,5,2,3,1,2,0,0,7,1,1,0,0,7,7,1,4,1,3,5
3781,0,2,2,5,1,5,0,0,1,0,0,2,2,7,7,2,0,7,1,6
3782,1,5,2,4,1,6,0,1,4,0,3,2,2,7,7,1,4,3,4,1
3783,1,5,3,3,0,2,0,0,2,0,1,1,1,6,6,1,2,1,4,4
3784,1,,0,,0,,,,,0,,1,,0,4,,,,,
3785,0,2,2,8,0,5,1,0,7,1,3,2,2,7,7,1,0,2,3,1
3786,1,2,0,9,0,2,0,0,2,0,1,1,1,0,4,1,2,1,4,4
3787,1,,0,,0,,,,,0,,1,,4,4,,,,,
3788,1,5,0,9,0,2,0,0,2,0,1,1,1,0,0,1,2,1,4,0
3789,0,2,0,3,0,5,1,0,3,1,3,0,2,7,7,1,0,3,0,1
3790,0,,2,,0,,,,,1,,0,,7,7,,,,,
